Player ,Position,Team,Year ,ConfStanding,era ,w,l ,app,gs ,cg ,isho ,csho,sv ,ip ,h ,r ,er ,bb ,so ,2b ,3b ,hr ,ab ,bavg ,wp ,hbp ,bk ,1stTeam ,2ndTeam
Dunnington,P, CMU,2013,1,8.53,0,0,6,0,0,0,1,0,6.1,8,6,6,5,4,3,0,1,26,0.308,0,1,0,No,No
Green,P, CMU,2013,1,22.5,0,0,2,0,0,0,1,0,2,7,5,5,0,1,2,0,0,13,0.538,1,0,0,No,No
Lahman,P, CMU,2013,1,2.22,6,1,20,2,0,0,1,0,44.2,39,15,11,12,32,11,0,1,165,0.236,3,10,0,Yes,No
Malone,P, CMU,2013,1,3.86,0,0,4,0,0,0,1,0,2.1,2,1,1,0,2,1,0,0,9,0.222,1,2,0,No,No
Robirtis,P, CMU,2013,1,5.4,0,0,6,0,0,0,1,0,6.2,9,4,4,3,3,3,0,0,30,0.300,0,2,0,No,No
Snell,P, CMU,2013,1,2.89,7,1,14,14,0,0,1,0,84,74,42,27,46,94,8,1,2,313,0.236,7,9,5,No,Yes
Williams,P, CMU,2013,1,2.23,9,1,15,15,7,2,1,0,97,76,28,24,23,83,8,0,3,348,0.218,7,10,0,Yes,No
Carma,P, CMU ,2008,1,3.25 ,8,3 ,13,12 ,3 ,0,0,0 ,83.0 ,85 ,33 ,30 ,43 ,78 ,6 ,2 ,2 ,314 ,.271 ,14 ,8 ,0 ,Yes,No
Allen,P, CMU ,2015,1,3.90 ,7,1 ,16,7 ,1 ,0,1 ,2 ,64.2 ,75 ,32 ,28 ,18 ,40 ,7 ,1 ,4 ,255 ,.294 ,4 ,3 ,1 ,No,No
Allianic,P, CMU ,2015,1,5.59 ,2,0 ,7,4 ,0 ,0,0 ,0 ,19.1 ,20 ,14 ,12 ,6 ,14 ,4 ,0 ,2 ,73 ,.274 ,1 ,3 ,0 ,No,No
Ballard,P, CMU ,2015,1,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,.000 ,0 ,0 ,0 ,No,No
Ballard,P, CMU ,2015,1,2.53 ,0,0 ,14,0 ,0 ,0,0 ,0 ,21.1 ,14 ,10 ,6 ,4 ,17 ,1 ,0 ,1 ,73 ,.192 ,3 ,1 ,0 ,No,No
Behr,P, CMU ,2015,1,1.46 ,2,1 ,17,2 ,0 ,0,1 ,0 ,37.0 ,34 ,17 ,6 ,11 ,38 ,9 ,0 ,1 ,144 ,.236 ,4 ,2 ,1 ,No,No
Capistran,P, CMU ,2015,1,1.02 ,7,0 ,22,0 ,0 ,0,1 ,4 ,35.1 ,23 ,7 ,4 ,7 ,38 ,5 ,0 ,1 ,124 ,.185 ,1 ,2 ,0 ,No,Yes
Cardinale,P, CMU ,2015,1,4.80 ,4,3 ,14,13 ,1 ,0,1 ,0 ,65.2 ,63 ,42 ,35 ,41 ,79 ,13 ,0 ,1 ,252 ,.250 ,9 ,5 ,1 ,No,Yes
Delay,P, CMU ,2015,1,6.12 ,2,1 ,7,7 ,0 ,0,1 ,0 ,25.0 ,39 ,21 ,17 ,8 ,30 ,8 ,0 ,4 ,111 ,.351 ,4 ,1 ,0 ,No,No
Ehlers,P, CMU ,2015,1,3.32 ,8,1 ,21,8 ,0 ,0,2 ,3 ,65.0 ,73 ,34 ,24 ,17 ,45 ,12 ,0 ,1 ,256 ,.285 ,4 ,4 ,0 ,Yes,No
Johnson,P, CMU ,2015,1,3.26 ,1,0 ,13,0 ,0 ,0,1 ,0 ,19.1 ,24 ,12 ,7 ,4 ,12 ,2 ,2 ,0 ,79 ,.304 ,2 ,3 ,0 ,No,No
Madris,P, CMU ,2015,1,1.80 ,2,0 ,3,1 ,0 ,0,0 ,0 ,10.0 ,5 ,3 ,2 ,4 ,5 ,1 ,0 ,0 ,32 ,.156 ,0 ,0 ,0 ,No,No
Olson,P, CMU ,2015,1,45.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.0 ,4 ,5 ,5 ,3 ,2 ,0 ,1 ,0 ,6 ,.667 ,1 ,0 ,0 ,No,No
Prokopis,P, CMU ,2015,1,16.20 ,1,0 ,3,0 ,0 ,0,0 ,0 ,3.1 ,9 ,6 ,6 ,2 ,1 ,3 ,0 ,0 ,17 ,.529 ,1 ,0 ,0 ,No,No
Reno,P, CMU ,2015,1,3.15 ,11,2 ,15,15 ,4 ,2,2 ,0 ,91.1 ,99 ,44 ,32 ,9 ,64 ,11 ,4 ,5 ,358 ,.277 ,1 ,3 ,0 ,Yes,No
Romito,P, CMU ,2015,1,3.00 ,0,0 ,3,0 ,0 ,0,1 ,0 ,3.0 ,1 ,1 ,1 ,6 ,2 ,0 ,0 ,0 ,10 ,.100 ,1 ,0 ,0 ,No,No
Sandoval,P, CMU ,2015,1,1.69 ,0,0 ,5,0 ,0 ,0,0 ,0 ,5.1 ,4 ,2 ,1 ,6 ,6 ,1 ,0 ,0 ,21 ,.190 ,1 ,2 ,0 ,No,No
Walker,P, CMU ,2015,1,21.60 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.2 ,5 ,4 ,4 ,3 ,0 ,1 ,1 ,0 ,9 ,.556 ,0 ,0 ,1 ,No,No
Allen,P, CMU ,2016,1,3.09 ,6,1 ,16,14 ,2 ,1,1 ,1 ,75.2 ,74 ,28 ,26 ,18 ,60 ,19 ,1 ,3 ,290 ,.255 ,1 ,8 ,0 ,No,Yes
Ballard,P, CMU ,2016,1,6.00 ,1,1 ,15,0 ,0 ,0,3 ,0 ,12.0 ,11 ,13 ,8 ,11 ,13 ,4 ,1 ,0 ,47 ,.234 ,3 ,2 ,0 ,No,No
Beaudrie,P, CMU ,2016,1,2.25 ,1,1 ,12,0 ,0 ,0,1 ,0 ,24.0 ,23 ,8 ,6 ,5 ,12 ,3 ,0 ,0 ,85 ,.271 ,4 ,1 ,1 ,No,No
Borowski,P, CMU ,2016,1,1.59 ,6,4 ,19,1 ,0 ,0,1 ,6 ,51.0 ,42 ,12 ,9 ,6 ,56 ,8 ,0 ,3 ,181 ,.232 ,2 ,2 ,0 ,No,Yes
Bott,P, CMU ,2016,1,7.20 ,1,0 ,9,4 ,0 ,0,1 ,0 ,15.0 ,20 ,14 ,12 ,9 ,13 ,3 ,0 ,2 ,62 ,.323 ,0 ,2 ,1 ,No,No
Cardinale,P, CMU ,2016,1,21.00 ,0,1 ,2,2 ,0 ,0,0 ,0 ,3.0 ,2 ,7 ,7 ,5 ,2 ,0 ,0 ,0 ,10 ,.200 ,0 ,0 ,0 ,No,No
Cremers,P, CMU ,2016,1,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,.000 ,0 ,0 ,0 ,No,No
Day,P, CMU ,2016,1,3.77 ,1,1 ,11,6 ,0 ,0,1 ,0 ,31.0 ,39 ,13 ,13 ,7 ,26 ,7 ,0 ,2 ,125 ,.312 ,5 ,3 ,1 ,No,No
Ehlers,P, CMU ,2016,1,2.93 ,4,1 ,20,2 ,0 ,0,3 ,5 ,43.0 ,30 ,19 ,14 ,23 ,37 ,4 ,0 ,2 ,155 ,.194 ,1 ,2 ,1 ,Yes,No
Herdt,P, CMU ,2016,1,2.61 ,7,1 ,15,12 ,4 ,1,2 ,0 ,76.0 ,53 ,25 ,22 ,23 ,92 ,11 ,1 ,5 ,271 ,.196 ,2 ,6 ,0 ,Yes,No
Landis,P, CMU ,2016,1,7.84 ,0,0 ,5,2 ,0 ,0,0 ,0 ,10.1 ,21 ,10 ,9 ,1 ,9 ,4 ,0 ,0 ,48 ,.438 ,0 ,0 ,0 ,No,No
Leahy,P, CMU ,2016,1,7.45 ,2,0 ,7,1 ,0 ,0,0 ,0 ,9.2 ,13 ,8 ,8 ,8 ,7 ,2 ,0 ,1 ,40 ,.325 ,0 ,1 ,0 ,No,No
Madris,P, CMU ,2016,1,6.75 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.2 ,6 ,2 ,2 ,2 ,3 ,1 ,0 ,0 ,12 ,.500 ,0 ,1 ,0 ,No,No
McDermott,P, CMU ,2016,1,0.92 ,7,0 ,11,10 ,1 ,0,3 ,0 ,68.1 ,42 ,10 ,7 ,22 ,77 ,9 ,0 ,1 ,234 ,.179 ,1 ,6 ,0 ,Yes,No
Olson,P, CMU ,2016,1,54.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,0.2 ,0 ,4 ,4 ,3 ,1 ,0 ,0 ,0 ,2 ,.000 ,1 ,4 ,1,No,No
Prokopis,P, CMU ,2016,1,3.94 ,3,1 ,14,1 ,0 ,0,0 ,0 ,32.0 ,29 ,17 ,14 ,12 ,20 ,6 ,2 ,3 ,116 ,.250 ,2 ,7 ,0 ,No,No
Roberts,P, CMU ,2016,1,3.52 ,1,0 ,11,0 ,0 ,0,1 ,0 ,7.2 ,12 ,3 ,3 ,2 ,7 ,5 ,1 ,0 ,32 ,.375 ,2 ,2 ,0 ,No,No
Romito,P, CMU ,2016,1,4.70 ,1,1 ,7,1 ,0 ,0,1 ,0 ,7.2 ,8 ,8 ,4 ,7 ,8 ,2 ,0 ,1 ,32 ,.250 ,2 ,2 ,1 ,No,No
Sandoval,P, CMU ,2016,1,0.00 ,1,0 ,3,0 ,0 ,0,0,0 ,5.2 ,2 ,0 ,0 ,3 ,3 ,1 ,0 ,0 ,19 ,.105 ,0 ,1 ,0 ,No,No
Ballard,P, CMU ,2017,1,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.2 ,1 ,0 ,0 ,0 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Beaudrie,P, CMU ,2017,1,18.90 ,0,1 ,6,0 ,0 ,0,0 ,0 ,3.1 ,13 ,9 ,7 ,1 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Bott,P, CMU ,2017,1,6.94 ,1,1 ,9,0 ,0 ,0,1 ,0 ,11.2 ,11 ,10 ,9 ,7 ,10 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Day,P, CMU ,2017,1,2.64 ,6,3 ,23,6 ,0 ,0,4 ,3 ,58.0 ,42 ,17 ,17 ,8 ,71 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Dye,P, CMU ,2017,1,2.92 ,0,0 ,11,0 ,0 ,0,1 ,1 ,12.1 ,11 ,5 ,4 ,6 ,8 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Haggerty,P, CMU ,2017,1,3.86 ,0,0 ,3,0 ,0 ,0,1 ,0 ,2.1 ,4 ,1 ,1 ,1 ,3 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Landis,P, CMU ,2017,1,5.51 ,2,1 ,17,5 ,0 ,0,0 ,0 ,32.2 ,40 ,24 ,20 ,6 ,34 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Leahy,P, CMU ,2017,1,1.41 ,13,0 ,17,15 ,4 ,2,1 ,1 ,108.2 ,85 ,22 ,17 ,13 ,96 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Madris,P, CMU ,2017,1,2.16 ,1,1 ,8,0 ,0 ,0,0 ,1 ,8.1 ,8 ,3 ,2 ,6 ,6 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
McDermott,P, CMU ,2017,1,3.12 ,8,1 ,16,14 ,1 ,0,1 ,0 ,83.2 ,66 ,32 ,29 ,32 ,108 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Mielock,P, CMU ,2017,1,2.35 ,3,2 ,14,4 ,0 ,0,2 ,0 ,38.1 ,24 ,11 ,10 ,22 ,38 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Paskiewicz,P, CMU ,2017,1,3.68 ,2,0 ,6,0 ,0 ,0,0 ,1 ,7.1 ,5 ,3 ,3 ,3 ,7 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Prokopis,P, CMU ,2017,1,5.66 ,0,1 ,8,3 ,0 ,0,1 ,0 ,20.2 ,20 ,15 ,13 ,11 ,9 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ramirez,P, CMU ,2017,1,3.38 ,10,1 ,16,15 ,3 ,2,0 ,0 ,85.1 ,72 ,37 ,32 ,20 ,91 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Reynolds,P, CMU ,2017,1,1.80 ,0,0 ,4,0 ,0 ,0,0 ,0 ,5.0 ,3 ,1 ,1 ,1 ,5 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Sandoval,P, CMU ,2017,1,13.50 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.1 ,4 ,2 ,2 ,1 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Thornquis,P, CMU ,2017,1,6.20 ,0,0 ,20,0 ,0 ,0,0 ,0 ,20.1 ,22 ,18 ,14 ,7 ,19 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Wodiuk,P, CMU ,2017,1,2.41 ,2,0 ,18,0 ,0 ,0,1 ,1 ,18.2 ,15 ,6 ,5 ,5 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Brown,P, CSM,2013,5,8.39,2,5,12,7,1,0,1,0,44,67,45,41,9,35,7,3,6,190,0.353,5,7,0,No,No
Dunham,P, CSM,2013,5,5.07,6,4,15,9,3,0,1,1,65.2,95,49,37,9,32,17,0,4,279,0.341,6,2,0,No,No
Gilman,P, CSM,2013,5,4.19,5,6,13,13,2,1,1,0,73,88,39,34,25,66,17,1,1,289,0.304,7,3,2,No,Yes
Herrin,P, CSM,2013,5,7.52,0,2,13,1,0,0,1,1,20.1,22,21,17,15,17,2,0,2,78,0.282,1,8,0,No,No
Kovach,P, CSM,2013,5,10.12,0,0,7,0,0,0,1,0,8,16,9,9,5,5,2,2,0,39,0.410,2,0,0,No,No
Martin,P, CSM,2013,5,11.25,0,0,4,0,0,0,1,0,4,4,5,5,1,3,0,0,3,16,0.250,0,1,0,No,No
Olinger,P, CSM,2013,5,12.15,1,1,5,1,0,0,1,2,6.2,12,11,9,6,6,0,0,1,30,0.400,1,1,0,No,No
Patton,P, CSM,2013,5,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,8,0.250,0,0,0,No,No
Ro,P, CSM,2013,5,3.8,5,4,13,11,2,0,1,0,73.1,65,32,31,28,45,14,1,2,267,0.243,3,10,0,No,No
Rodger,P, CSM,2013,5,12.86,0,0,6,1,0,0,1,0,7,16,13,10,3,6,3,1,0,39,0.410,0,4,0,No,No
Shannon,P, CSM,2013,5,8.37,1,4,14,3,0,0,1,0,23.2,31,25,22,11,20,7,2,2,99,0.313,3,1,0,No,No
Smith,P, CSM,2013,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,0,0,4,0.250,0,0,0,No,No
Steve,P, CSM,2013,5,40.5,0,0,1,0,0,0,1,0,1.1,6,6,6,1,0,3,0,1,9,0.667,0,0,0,No,No
Stor,P, CSM,2013,5,9,0,0,2,0,0,0,1,0,2,4,2,2,0,1,1,0,0,9,0.444,0,0,0,No,No
Tann,P, CSM,2013,5,4.57,1,0,13,1,0,0,1,0,21.2,24,13,11,6,11,6,1,3,86,0.279,1,0,0,No,No
Touhey,P, CSM,2013,5,13.5,0,0,3,0,0,0,1,0,2.2,8,4,4,0,2,1,0,0,16,0.500,0,1,0,No,No
Vitulli,P, CSM,2013,5,5.48,1,1,9,2,1,1,1,0,21.1,30,17,13,15,10,8,0,2,92,0.326,3,1,0,No,No
Ast,P, CSM ,2008,5,5.91 ,4,6 ,14,14 ,1 ,0,0,0 ,80.2 ,97 ,63 ,53 ,50 ,67 ,21 ,5 ,3 ,315 ,.308 ,5 ,5 ,1 ,No,No
Rogers,P, CSM ,2008,5,8.74 ,2,8 ,14,14 ,1 ,0,0,0 ,79.1 ,138 ,89 ,77 ,15 ,51 ,33 ,5 ,16 ,366 ,.377 ,6 ,4 ,0 ,No,No
Ryan,P, CSM ,2008,5,8.00 ,6,6 ,13,13 ,3 ,0,0,0 ,72.0 ,116 ,74 ,64 ,16 ,31 ,19 ,0 ,12 ,314 ,.369 ,4 ,8 ,1 ,No,No
Burman,P, CSM ,2015,6,3.86 ,1,0 ,2,0 ,0 ,0,0 ,0 ,2.1 ,4 ,1 ,1 ,0 ,2 ,3 ,0 ,0 ,11 ,.364 ,0 ,0 ,0 ,No,No
Englehart,P, CSM ,2015,6,6.75 ,0,0 ,9,2 ,0 ,0,0 ,0 ,29.1 ,42 ,25 ,22 ,14 ,11 ,13 ,0 ,2 ,122 ,.344 ,2 ,1 ,0 ,No,No
Kovach,P, CSM ,2015,6,6.00 ,0,0 ,1,0 ,0 ,0,0 ,1 ,3.0 ,5 ,2 ,2 ,1 ,4 ,0 ,0 ,0 ,13 ,.385 ,1 ,0 ,0 ,No,No
Lambert,P, CSM ,2015,6,7.50 ,0,0 ,3,0 ,0 ,0,0 ,1 ,6.0 ,8 ,5 ,5 ,3 ,6 ,3 ,0 ,1 ,26 ,.308 ,1 ,0 ,0 ,No,No
Martin,P, CSM ,2015,6,4.29 ,1,2 ,11,2 ,0 ,0,0 ,1 ,21.0 ,23 ,15 ,10 ,7 ,12 ,6 ,0 ,4 ,82 ,.280 ,2 ,3 ,1 ,No,No
Martin,P, CSM ,2015,6,4.30 ,2,1 ,13,2 ,0 ,0,0 ,0 ,23.0 ,29 ,12 ,11 ,8 ,23 ,4 ,0 ,3 ,90 ,.322 ,3 ,1 ,1 ,No,No
Olinger,P, CSM ,2015,6,3.71 ,5,5 ,10,10 ,5 ,0,1 ,0 ,63.0 ,69 ,40 ,26 ,25 ,54 ,17 ,0 ,4 ,242 ,.285 ,5 ,5 ,0 ,Yes,No
Ramos,P, CSM ,2015,6,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,3.0 ,1 ,0 ,0 ,1 ,6 ,0 ,0 ,0 ,11 ,.091 ,0 ,0 ,1 ,No,No
Reed,P, CSM ,2015,6,10.20 ,0,3 ,8,2 ,0 ,0,1 ,1 ,15.0 ,26 ,19 ,17 ,6 ,7 ,5 ,0 ,3 ,67 ,.388 ,4 ,1 ,0 ,No,No
Rodgers,P, CSM ,2015,6,8.53 ,3,3 ,11,10 ,0 ,0,0 ,0 ,44.1 ,67 ,51 ,42 ,28 ,30 ,16 ,1 ,3 ,182 ,.368 ,9 ,13 ,1 ,No,No
Rooney,P, CSM ,2015,6,5.03 ,5,3 ,11,11 ,2 ,0,0 ,0 ,68.0 ,80 ,50 ,38 ,24 ,56 ,21 ,2 ,3 ,264 ,.303 ,3 ,10 ,3 ,No,No
Smythe,P, CSM ,2015,6,5.32 ,0,5 ,15,0 ,0 ,0,0 ,3 ,22.0 ,36 ,27 ,13 ,7 ,16 ,7 ,0 ,2 ,102 ,.353 ,0 ,4 ,1 ,No,No
Storm,P, CSM ,2015,6,14.73 ,0,0 ,7,1 ,0 ,0,0 ,0 ,11.0 ,23 ,19 ,18 ,10 ,11 ,7 ,0 ,3 ,52 ,.442 ,0 ,1 ,0 ,No,No
Tanner,P, CSM ,2015,6,9.31 ,0,1 ,9,0 ,0 ,0,0 ,0 ,9.2 ,22 ,11 ,10 ,7 ,3 ,7 ,0 ,0 ,50 ,.440 ,2 ,0 ,0 ,No,No
Valerio,P, CSM ,2015,6,6.39 ,1,2 ,12,4 ,0 ,0,0 ,0 ,31.0 ,49 ,25 ,22 ,8 ,20 ,9 ,1 ,2 ,135 ,.363 ,2 ,2 ,0 ,No,No
Burman,P, CSM ,2016,2,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,.000 ,0 ,0 ,0 ,No,No
Englehart,P, CSM ,2016,2,19.64 ,0,0 ,4,0 ,0 ,0,0 ,0 ,3.2 ,10 ,8 ,8 ,1 ,4 ,0 ,0 ,2 ,20 ,.500 ,1 ,1 ,0 ,No,No
Kovach,P, CSM ,2016,2,2.53 ,1,3 ,12,0 ,0 ,0,0 ,4 ,10.2 ,14 ,8 ,3 ,3 ,5 ,2 ,0 ,1 ,44 ,.318 ,1 ,1 ,0 ,No,No
Martin,P, CSM ,2016,2,4.22 ,3,0 ,9,0 ,0 ,0,0 ,0 ,10.2 ,10 ,5 ,5 ,10 ,5 ,1 ,0 ,1 ,37 ,.270 ,1 ,0 ,0 ,No,No
Martin,P, CSM ,2016,2,4.54 ,3,1 ,13,2 ,0 ,0,0 ,2 ,39.2 ,41 ,22 ,20 ,10 ,23 ,7 ,0 ,5 ,150 ,.273 ,5 ,5 ,0 ,No,No
Millar,P, CSM ,2016,2,22.50 ,0,0 ,3,0 ,0 ,0,0 ,0 ,2.0 ,7 ,5 ,5 ,2 ,2 ,2 ,0 ,0 ,12 ,.583 ,1 ,0 ,0 ,No,No
Moxley,P, CSM ,2016,2,4.63 ,2,1 ,7,0 ,0 ,0,0 ,1 ,11.2 ,19 ,7 ,6 ,5 ,6 ,3 ,0 ,0 ,50 ,.380 ,1 ,2 ,0 ,No,No
Olinger,P, CSM ,2016,2,3.59 ,7,2 ,12,8 ,2 ,0,0 ,1 ,47.2 ,59 ,25 ,19 ,15 ,39 ,10 ,1 ,3 ,195 ,.303 ,2 ,4 ,0 ,Yes,No
Pigati,P, CSM ,2016,2,9.49 ,1,1 ,8,0 ,0 ,0,0 ,1 ,12.1 ,21 ,16 ,13 ,7 ,8 ,3 ,0 ,1 ,55 ,.382 ,3 ,2 ,0 ,No,No
Reed,P, CSM ,2016,2,4.55 ,1,0 ,14,0 ,0 ,0,0 ,1 ,27.2 ,42 ,24 ,14 ,4 ,23 ,7 ,1 ,2 ,127 ,.331 ,1 ,2 ,0 ,No,No
Roberts,P, CSM ,2016,2,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,.250 ,0 ,0 ,0 ,No,No
Rodgers,P, CSM ,2016,2,4.71 ,0,2 ,6,5 ,0 ,0,0 ,0 ,21.0 ,20 ,14 ,11 ,15 ,13 ,5 ,1 ,1 ,76 ,.263 ,3 ,8 ,1 ,No,No
Rooney,P, CSM ,2016,2,5.45 ,1,2 ,9,8 ,0 ,0,0 ,0 ,36.1 ,40 ,29 ,22 ,33 ,21 ,6 ,0 ,4 ,139 ,.288 ,6 ,3 ,0 ,No,No
Smythe,P, CSM ,2016,2,6.48 ,0,0 ,8,0 ,0 ,0,0 ,1 ,8.1 ,20 ,7 ,6 ,6 ,8 ,1 ,0 ,0 ,42 ,.476 ,1 ,1 ,0 ,No,No
Tanner,P, CSM ,2016,2,7.71 ,0,0 ,5,0 ,0 ,0,0 ,0 ,4.2 ,5 ,4 ,4 ,4 ,2 ,0 ,1 ,0 ,17 ,.294 ,1 ,1 ,1 ,No,No
Thomas,P, CSM ,2016,2,4.30 ,4,3 ,11,11 ,0 ,0,0 ,0 ,60.2 ,86 ,35 ,29 ,18 ,39 ,8 ,2 ,5 ,252 ,.341 ,3 ,0 ,1 ,No,No
Valerio,P, CSM ,2016,2,5.83 ,6,0 ,12,10 ,0 ,0,0 ,0 ,58.2 ,81 ,39 ,38 ,20 ,29 ,14 ,3 ,6 ,236 ,.343 ,2 ,2 ,0 ,No,Yes
Blomster,P, CSM ,2017,2,4.45 ,5,2 ,11,11 ,0 ,0,1 ,0 ,56.2 ,59 ,30 ,28 ,23 ,47 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Burman,P, CSM ,2017,2,2.45 ,1,1 ,5,0 ,0 ,0,0 ,0 ,7.1 ,7 ,3 ,2 ,9 ,7 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ekstrom,P, CSM ,2017,2,8.83 ,3,2 ,9,9 ,1 ,1,0 ,0 ,34.2 ,54 ,37 ,34 ,15 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Englehart,P, CSM ,2017,2,8.10 ,3,0 ,8,4 ,0 ,0,0 ,0 ,23.1 ,32 ,21 ,21 ,13 ,18 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gregory,P, CSM ,2017,2,15.00 ,0,0 ,3,0 ,0 ,0,0 ,0 ,3.0 ,4 ,5 ,5 ,1 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Martin,P, CSM ,2017,2,2.91 ,5,2 ,17,3 ,1 ,1,0 ,7 ,43.1 ,35 ,14 ,14 ,13 ,47 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Martin,P, CSM ,2017,2,15.19 ,0,1 ,4,1 ,0 ,0,0 ,0 ,5.1 ,8 ,10 ,9 ,3 ,3 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Martin,P, CSM ,2017,2,18.00 ,0,0 ,5,0 ,0 ,0,0 ,0 ,4.0 ,8 ,8 ,8 ,8 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Menard,P, CSM ,2017,2,12.79 ,0,1 ,5,0 ,0 ,0,0 ,0 ,6.1 ,13 ,9 ,9 ,3 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Moxley,P, CSM ,2017,2,8.31 ,0,3 ,9,2 ,0 ,0,0 ,0 ,17.1 ,23 ,22 ,16 ,9 ,7 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Pennington,P, CSM ,2017,2,3.86 ,5,2 ,18,1 ,0 ,0,0 ,2 ,42.0 ,42 ,22 ,18 ,17 ,46 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Pigati,P, CSM ,2017,2,14.73 ,1,1 ,7,1 ,0 ,0,0 ,0 ,7.1 ,14 ,14 ,12 ,10 ,10 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Roberts,P, CSM ,2017,2,9.00 ,0,0 ,4,0 ,0 ,0,0 ,0 ,4.0 ,6 ,4 ,4 ,1 ,3 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Slusser,P, CSM ,2017,2,5.02 ,2,0 ,13,0 ,0 ,0,1 ,1 ,14.1 ,19 ,8 ,8 ,8 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Smythe,P, CSM ,2017,2,7.54 ,1,2 ,17,0 ,0 ,0,0 ,1 ,22.2 ,33 ,20 ,19 ,11 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Starr,P, CSM ,2017,2,7.36 ,0,0 ,4,1 ,0 ,0,0 ,0 ,7.1 ,11 ,10 ,6 ,4 ,5 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Tanner,P, CSM ,2017,2,5.79 ,0,0 ,6,0 ,0 ,0,0 ,0 ,4.2 ,9 ,5 ,3 ,1 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Thomas,P, CSM ,2017,2,4.54 ,4,3 ,12,12 ,1 ,0,0 ,0 ,67.1 ,87 ,44 ,34 ,19 ,56 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Valerio,P, CSM ,2017,2,7.26 ,2,2 ,12,9 ,1 ,0,0 ,1 ,53.1 ,71 ,45 ,43 ,19 ,33 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ball,P, CSUP,2013,2,4.91,0,1,16,0,0,0,1,1,22,23,17,12,9,11,6,0,1,87,0.264,5,2,1,No,No
Bishop,P, CSUP,2013,2,9,0,0,5,0,0,0,1,0,4,7,10,4,3,6,2,0,1,21,0.333,2,2,0,No,No
Fabrizio,P, CSUP,2013,2,4.37,7,2,12,10,4,0,1,1,68,82,37,33,27,43,22,1,4,272,0.301,5,6,5,No,Yes
Gavin,P, CSUP,2013,2,7.65,4,4,14,12,1,0,1,0,64.2,101,68,55,23,34,17,5,5,284,0.356,5,12,2,No,No
